name,cost_text,coordinates,rooms,desc,available_date,property_type,nearest_schools
17/3 Tennyson Street Elwood VIC 3184,$480 pw,"[-37.872825, 144.986261]","['2 Beds', '1 Bath', '1 Parking']","What a location! This spacious and secure art deco apartment boasts two bedrooms with built in robes and carpet, large living area with gas heating and polished floorboards, bathroom with separate shower and bath, huge art deco kitchen with gas cooking, meals area, ample storage and front loader washing machine. With off street parking for one and located close to all the delights of St Kilda and","Friday, 7th October 2022",Apartment / Unit / Flat,"['0.4 km away', '1 km away', '5.6 km away']"
3702/639 Lonsdale Street Melbourne VIC 3000,$520 per week,"[-37.8150689, 144.9534096]","['2 Beds', '1 Bath', '− Parking']"," class=""css-dxogle"">* Unverified feature<svg aria-hidden=""true"" class=""domain-icon css-kry84i"" viewbox=""0 0 18 18""><circle cx=""9.5"" cy=""9.5"" fill=""none"" r=""6.5"" stroke=""currentColor"" stroke-width=""2""></circle><path d=""M9.5 11.5v-3"" fill=""none"" stroke=""currentColor""></path><circle cx=""9.5"" cy=""6.5"" fill=""currentColor"" r="".5""></circle></svg",Available Now,Apartment / Unit / Flat,['2 km away']
3/18 Hygeia Street Rye VIC 3941,$395 weekly,"[-38.373202, 144.829799]","['2 Beds', '1 Bath', '1 Parking']"," class=""css-dxogle"">* Unverified feature<svg aria-hidden=""true"" class=""domain-icon css-kry84i"" viewbox=""0 0 18 18""><circle cx=""9.5"" cy=""9.5"" fill=""none"" r=""6.5"" stroke=""currentColor"" stroke-width=""2""></circle><path d=""M9.5 11.5v-3"" fill=""none"" stroke=""currentColor""></path><circle cx=""9.5"" cy=""6.5"" fill=""currentColor"" r="".5""></circle></svg",Available Now,Apartment / Unit / Flat,"['0.5 km away', '5.1 km away']"
5/111 Ruskin Street Elwood VIC 3184,$800 weekly,"[-37.8801965, 144.9817718]","['2 Beds', '2 Baths', '1 Parking']",Arthur Karlis,"Monday, 10th October 2022",Apartment / Unit / Flat,"['0.3 km away', '0.6 km away', '6 km away']"
11/136 High Street Northcote VIC 3070,$570 PW / $2477 PCM,"[-37.7769815, 144.9977167]","['2 Beds', '1 Bath', '1 Parking']"," class=""css-dxogle"">* Unverified feature<svg aria-hidden=""true"" class=""domain-icon css-kry84i"" viewbox=""0 0 18 18""><circle cx=""9.5"" cy=""9.5"" fill=""none"" r=""6.5"" stroke=""currentColor"" stroke-width=""2""></circle><path d=""M9.5 11.5v-3"" fill=""none"" stroke=""currentColor""></path><circle cx=""9.5"" cy=""6.5"" fill=""currentColor"" r="".5""></circle></svg",Available Now,Apartment / Unit / Flat,"['0.6 km away', '0.8 km away', '1.7 km away']"
1/80 Mitchell Street Brunswick VIC 3056,$460.00,"[-37.759564, 144.9703261]","['2 Beds', '1 Bath', '1 Parking']",Kathryn  Ambesi,Available Now,Apartment / Unit / Flat,"['0.6 km away', '1.6 km away', '1.8 km away']"
6/42 Park Road Crib Point VIC 3919,$390 per week,"[-38.361688, 145.203218]","['2 Beds', '1 Bath', '1 Parking']"," class=""css-dxogle"">* Unverified feature<svg aria-hidden=""true"" class=""domain-icon css-kry84i"" viewbox=""0 0 18 18""><circle cx=""9.5"" cy=""9.5"" fill=""none"" r=""6.5"" stroke=""currentColor"" stroke-width=""2""></circle><path d=""M9.5 11.5v-3"" fill=""none"" stroke=""currentColor""></path><circle cx=""9.5"" cy=""6.5"" fill=""currentColor"" r="".5""></circle></svg",Available Now,Apartment / Unit / Flat,"['0.3 km away', '6.4 km away']"
1B Hugo Court Fawkner VIC 3060,$405.00 Per Week,"[-37.6958398, 144.9720795]","['2 Beds', '1 Bath', '1 Parking']"," class=""css-dxogle"">* Unverified feature<svg aria-hidden=""true"" class=""domain-icon css-kry84i"" viewbox=""0 0 18 18""><circle cx=""9.5"" cy=""9.5"" fill=""none"" r=""6.5"" stroke=""currentColor"" stroke-width=""2""></circle><path d=""M9.5 11.5v-3"" fill=""none"" stroke=""currentColor""></path><circle cx=""9.5"" cy=""6.5"" fill=""currentColor"" r="".5""></circle></svg","Monday, 17th October 2022",Townhouse,"['0.5 km away', '0.8 km away']"
5/180 Union Street Brunswick West VIC 3055,$410.00 per week,"[-37.7725903, 144.9496976]","['2 Beds', '1 Bath', '2 Parking']","You must take a look at this spacious and stylish two bedroom apartment. With a tram at your doorstep, you have everything all in close proximity including buses, train, Sydney Road shopping and cafe precinct, across the road from Union Square Shopping Centre. Inner city apartments do not come much better than this.",Available Now,Apartment / Unit / Flat,"['0.6 km away', '0.6 km away']"
7/416 Dandenong Road Caulfield North VIC 3161,$470,"[-37.86133570000001, 145.0150852]","['2 Beds', '1 Bath', '1 Parking']"," class=""css-dxogle"">* Unverified feature<svg aria-hidden=""true"" class=""domain-icon css-kry84i"" viewbox=""0 0 18 18""><circle cx=""9.5"" cy=""9.5"" fill=""none"" r=""6.5"" stroke=""currentColor"" stroke-width=""2""></circle><path d=""M9.5 11.5v-3"" fill=""none"" stroke=""currentColor""></path><circle cx=""9.5"" cy=""6.5"" fill=""currentColor"" r="".5""></circle></svg",Available Now,Apartment / Unit / Flat,"['1 km away', '3.4 km away', '7 km away']"
2/6 Charlotte Place St Kilda VIC 3182,$690 Per Week,"[-37.8580435, 144.9909166]","['2 Beds', '2 Baths', '1 Parking']",Tom Koller,Available Now,Townhouse,"['0.4 km away', '0.7 km away', '4.9 km away']"
2/24 Ethel Street Oak Park VIC 3046,$400 pw,"[-37.7221164, 144.9181311]","['2 Beds', '1 Bath', '1 Parking']"," class=""css-dxogle"">* Unverified feature<svg aria-hidden=""true"" class=""domain-icon css-kry84i"" viewbox=""0 0 18 18""><circle cx=""9.5"" cy=""9.5"" fill=""none"" r=""6.5"" stroke=""currentColor"" stroke-width=""2""></circle><path d=""M9.5 11.5v-3"" fill=""none"" stroke=""currentColor""></path><circle cx=""9.5"" cy=""6.5"" fill=""currentColor"" r="".5""></circle></svg","Friday, 30th September 2022",Townhouse,"['0.8 km away', '1.6 km away', '1.8 km away']"
1416/628 Flinders Street Docklands VIC 3008,$580 per week,"[-37.8209691, 144.9532525]","['2 Beds', '1 Bath', '− Parking']"," class=""css-dxogle"">* Unverified feature<svg aria-hidden=""true"" class=""domain-icon css-kry84i"" viewbox=""0 0 18 18""><circle cx=""9.5"" cy=""9.5"" fill=""none"" r=""6.5"" stroke=""currentColor"" stroke-width=""2""></circle><path d=""M9.5 11.5v-3"" fill=""none"" stroke=""currentColor""></path><circle cx=""9.5"" cy=""6.5"" fill=""currentColor"" r="".5""></circle></svg","Monday, 21st November 2022",Apartment / Unit / Flat,['2.7 km away']
88 Williams Street Frankston VIC 3199,$420 Per week,"[-38.152952, 145.1258795]","['2 Beds', '1 Bath', '1 Parking']"," class=""css-dxogle"">* Unverified feature<svg aria-hidden=""true"" class=""domain-icon css-kry84i"" viewbox=""0 0 18 18""><circle cx=""9.5"" cy=""9.5"" fill=""none"" r=""6.5"" stroke=""currentColor"" stroke-width=""2""></circle><path d=""M9.5 11.5v-3"" fill=""none"" stroke=""currentColor""></path><circle cx=""9.5"" cy=""6.5"" fill=""currentColor"" r="".5""></circle></svg","Friday, 30th September 2022",House,"['0.6 km away', '0.9 km away', '3.3 km away']"
1107/6 Joseph Road Footscray VIC 3011,$500 per week,"[-37.7992633, 144.9096812]","['2 Beds', '2 Baths', '1 Parking']",Leasing Team,"Saturday, 15th October 2022",House,"['1.1 km away', '1.7 km away', '5.3 km away']"
1006/233 Collins St Melbourne VIC 3000,$500,"[-37.8160052, 144.9661758]","['2 Beds', '1 Bath', '− Parking']"," class=""css-dxogle"">* Unverified feature<svg aria-hidden=""true"" class=""domain-icon css-kry84i"" viewbox=""0 0 18 18""><circle cx=""9.5"" cy=""9.5"" fill=""none"" r=""6.5"" stroke=""currentColor"" stroke-width=""2""></circle><path d=""M9.5 11.5v-3"" fill=""none"" stroke=""currentColor""></path><circle cx=""9.5"" cy=""6.5"" fill=""currentColor"" r="".5""></circle></svg",Available Now,Apartment / Unit / Flat,"['1.6 km away', '2.3 km away']"
16/2-20 Gladesville Boulevard Patterson Lakes VIC 3197,$380 per week,"[-38.0611874, 145.1464513]","['2 Beds', '1 Bath', '1 Parking']","Situated on the Patterson River this two-storey townhouse offers sweeping views of the river from upstairs. 
Comprising, two generous bedrooms, both with large built-in robes, central bathroom upstairs with bathtub and separate shower. Downstairs features open plan living with combined kitchen complete with gas cooktop and dishwasher, dining and lounge with powder room and laundry on ground floor","Saturday, 1st October 2022",Townhouse,"['1 km away', '2.7 km away', '6.5 km away']"
12/82 Blyth Street Brunswick VIC 3056,$400,"[-37.766496, 144.9689063]","['2 Beds', '2 Baths', '1 Parking']"," class=""css-dxogle"">* Unverified feature<svg aria-hidden=""true"" class=""domain-icon css-kry84i"" viewbox=""0 0 18 18""><circle cx=""9.5"" cy=""9.5"" fill=""none"" r=""6.5"" stroke=""currentColor"" stroke-width=""2""></circle><path d=""M9.5 11.5v-3"" fill=""none"" stroke=""currentColor""></path><circle cx=""9.5"" cy=""6.5"" fill=""currentColor"" r="".5""></circle></svg","Sunday, 30th October 2022",Townhouse,"['1 km away', '1.2 km away', '1.7 km away']"
609 61 Galada Avenue Parkville VIC 3052,$430,"[-37.780094, 144.9395466]","['2 Beds', '2 Baths', '1 Parking']"," class=""css-dxogle"">* Unverified feature<svg aria-hidden=""true"" class=""domain-icon css-kry84i"" viewbox=""0 0 18 18""><circle cx=""9.5"" cy=""9.5"" fill=""none"" r=""6.5"" stroke=""currentColor"" stroke-width=""2""></circle><path d=""M9.5 11.5v-3"" fill=""none"" stroke=""currentColor""></path><circle cx=""9.5"" cy=""6.5"" fill=""currentColor"" r="".5""></circle></svg","Wednesday, 19th October 2022",Apartment / Unit / Flat,"['0.6 km away', '0.6 km away']"
6/33 Princes Street Port Melbourne VIC 3207,$520.00 per week,"[-37.8395723, 144.936013]","['2 Beds', '1 Bath', '1 Parking']",To register to attend an open for inspection please click the Request an Inspection button. ,Available Now,Apartment / Unit / Flat,"['0.5 km away', '0.6 km away', '1.1 km away']"
604/8c Evergreen Mews Armadale VIC 3143,$690,"[-37.8516755, 145.0140717]","['2 Beds', '2 Baths', '2 Parking']",Helena Wu,"Tuesday, 18th October 2022",Apartment / Unit / Flat,"['0.3 km away', '3.1 km away', '6.6 km away']"
3/24 Crevelli Street Reservoir VIC 3073,$395.00,"[-37.7308575, 145.0299814]","['2 Beds', '1 Bath', '1 Parking']"," class=""css-dxogle"">* Unverified feature<svg aria-hidden=""true"" class=""domain-icon css-kry84i"" viewbox=""0 0 18 18""><circle cx=""9.5"" cy=""9.5"" fill=""none"" r=""6.5"" stroke=""currentColor"" stroke-width=""2""></circle><path d=""M9.5 11.5v-3"" fill=""none"" stroke=""currentColor""></path><circle cx=""9.5"" cy=""6.5"" fill=""currentColor"" r="".5""></circle></svg","Wednesday, 5th October 2022",Townhouse,"['0.3 km away', '1 km away', '5.3 km away']"
513/118 Franklin Street Melbourne VIC 3000,$450,"[-37.8082052, 144.9589035]","['2 Beds', '1 Bath', '− Parking']",Manuel Flores,"Friday, 7th October 2022",Apartment / Unit / Flat,"['1.2 km away', '1.3 km away']"
11/800 Warrigal Road Malvern East VIC 3145,$320.00 per week,"[-37.8912845, 145.0882139]","['2 Beds', '1 Bath', '1 Parking']"," class=""css-dxogle"">* Unverified feature<svg aria-hidden=""true"" class=""domain-icon css-kry84i"" viewbox=""0 0 18 18""><circle cx=""9.5"" cy=""9.5"" fill=""none"" r=""6.5"" stroke=""currentColor"" stroke-width=""2""></circle><path d=""M9.5 11.5v-3"" fill=""none"" stroke=""currentColor""></path><circle cx=""9.5"" cy=""6.5"" fill=""currentColor"" r="".5""></circle></svg","Saturday, 15th October 2022",Apartment / Unit / Flat,"['0.4 km away', '3.3 km away', '4.6 km away']"
208/4-8 Breese Street Brunswick VIC 3056,$420pw / $1825pcm,"[-37.7636537, 144.9615815]","['2 Beds', '1 Bath', '1 Parking']"," class=""css-dxogle"">* Unverified feature<svg aria-hidden=""true"" class=""domain-icon css-kry84i"" viewbox=""0 0 18 18""><circle cx=""9.5"" cy=""9.5"" fill=""none"" r=""6.5"" stroke=""currentColor"" stroke-width=""2""></circle><path d=""M9.5 11.5v-3"" fill=""none"" stroke=""currentColor""></path><circle cx=""9.5"" cy=""6.5"" fill=""currentColor"" r="".5""></circle></svg","Saturday, 15th October 2022",Apartment / Unit / Flat,['0.9 km away']
2/28 Millward Street Brunswick West VIC 3055,$595.00,"[-37.7753614, 144.949418]","['2 Beds', '2 Baths', '1 Parking']",Helena  Eglezos,"Saturday, 1st October 2022",House,"['0.8 km away', '0.8 km away']"
4/492 Plenty Road Preston VIC 3072,$500 per week,"[-37.7377239, 145.0123731]","['2 Beds', '2 Baths', '1 Parking']",Stacey Kelegouris,"Friday, 21st October 2022",Townhouse,"['0.6 km away', '0.8 km away', '3.7 km away']"
2/124-125 Station Street Aspendale VIC 3195,$450.00 pw,"[-38.0258603, 145.1017481]","['2 Beds', '1 Bath', '1 Parking']","This fantastic apartment within minutes to Aspendale beach and 1 minute from the Aspendale village with its shopping, cafes and station, yet positioned so well you have privacy as well as peace. ","Tuesday, 4th October 2022",Apartment / Unit / Flat,"['0.6 km away', '1.4 km away', '1.7 km away']"
3/44 Dundee Street Reservoir VIC 3073,$510,"[-37.7027433, 145.0227482]","['2 Beds', '2 Baths', '1 Parking']"," class=""css-dxogle"">* Unverified feature<svg aria-hidden=""true"" class=""domain-icon css-kry84i"" viewbox=""0 0 18 18""><circle cx=""9.5"" cy=""9.5"" fill=""none"" r=""6.5"" stroke=""currentColor"" stroke-width=""2""></circle><path d=""M9.5 11.5v-3"" fill=""none"" stroke=""currentColor""></path><circle cx=""9.5"" cy=""6.5"" fill=""currentColor"" r="".5""></circle></svg","Monday, 7th November 2022",Townhouse,"['0.3 km away', '1.9 km away']"
110 Raglan Street Preston VIC 3072,$595.00,"[-37.7505019, 145.0184861]","['2 Beds', '2 Baths', '2 Parking']",Alicia Cannizzaro,"Monday, 17th October 2022",House,"['0.6 km away', '0.9 km away', '3.1 km away']"
2013/3 Yarra Street South Yarra VIC 3141,$620,"[-37.8381995, 144.9928124]","['2 Beds', '1 Bath', '1 Parking']"," class=""css-dxogle"">* Unverified feature<svg aria-hidden=""true"" class=""domain-icon css-kry84i"" viewbox=""0 0 18 18""><circle cx=""9.5"" cy=""9.5"" fill=""none"" r=""6.5"" stroke=""currentColor"" stroke-width=""2""></circle><path d=""M9.5 11.5v-3"" fill=""none"" stroke=""currentColor""></path><circle cx=""9.5"" cy=""6.5"" fill=""currentColor"" r="".5""></circle></svg","Saturday, 8th October 2022",Apartment / Unit / Flat,"['1.5 km away', '1.7 km away', '2.5 km away']"
66 Sherbourne Road Montmorency VIC 3094,$450pw,"[-37.7098133, 145.1231529]","['2 Beds', '2 Baths', '2 Parking']"," class=""css-dxogle"">* Unverified feature<svg aria-hidden=""true"" class=""domain-icon css-kry84i"" viewbox=""0 0 18 18""><circle cx=""9.5"" cy=""9.5"" fill=""none"" r=""6.5"" stroke=""currentColor"" stroke-width=""2""></circle><path d=""M9.5 11.5v-3"" fill=""none"" stroke=""currentColor""></path><circle cx=""9.5"" cy=""6.5"" fill=""currentColor"" r="".5""></circle></svg","Monday, 17th October 2022",House,"['0.6 km away', '1 km away']"
102/15 Queens Road Melbourne VIC 3004,$650 per week,"[-37.8392276, 144.9748227]","['2 Beds', '2 Baths', '2 Parking']"," class=""css-dxogle"">* Unverified feature<svg aria-hidden=""true"" class=""domain-icon css-kry84i"" viewbox=""0 0 18 18""><circle cx=""9.5"" cy=""9.5"" fill=""none"" r=""6.5"" stroke=""currentColor"" stroke-width=""2""></circle><path d=""M9.5 11.5v-3"" fill=""none"" stroke=""currentColor""></path><circle cx=""9.5"" cy=""6.5"" fill=""currentColor"" r="".5""></circle></svg","Monday, 10th October 2022",Apartment / Unit / Flat,"['1 km away', '2 km away', '2.9 km away']"
4/140 Graham Street Broadmeadows VIC 3047,"$370 PW / $1,608 PCM","[-37.6906119, 144.9202587]","['2 Beds', '2 Baths', '1 Parking']"," class=""css-dxogle"">* Unverified feature<svg aria-hidden=""true"" class=""domain-icon css-kry84i"" viewbox=""0 0 18 18""><circle cx=""9.5"" cy=""9.5"" fill=""none"" r=""6.5"" stroke=""currentColor"" stroke-width=""2""></circle><path d=""M9.5 11.5v-3"" fill=""none"" stroke=""currentColor""></path><circle cx=""9.5"" cy=""6.5"" fill=""currentColor"" r="".5""></circle></svg","Monday, 3rd October 2022",Townhouse,"['0.8 km away', '1.2 km away']"
112/124 Palmerston Street Carlton VIC 3053,$500.00,"[-37.796198, 144.9711035]","['2 Beds', '1 Bath', '− Parking']",Kathryn  Ambesi,"Friday, 7th October 2022",Apartment / Unit / Flat,"['0.2 km away', '1.4 km away']"
21 Dover Street Richmond VIC 3121,$650 per week,"[-37.8260893, 144.9922615]","['2 Beds', '1 Bath', '− Parking']",Guy Fredman,"Monday, 24th October 2022",House,"['0.8 km away', '1.3 km away', '1.3 km away']"
11 Grassland Avenue Coburg VIC 3058,$500.00 pw,"[-37.7383981, 144.973295]","['2 Beds', '1 Bath', '1 Parking']"," class=""css-dxogle"">* Unverified feature<svg aria-hidden=""true"" class=""domain-icon css-kry84i"" viewbox=""0 0 18 18""><circle cx=""9.5"" cy=""9.5"" fill=""none"" r=""6.5"" stroke=""currentColor"" stroke-width=""2""></circle><path d=""M9.5 11.5v-3"" fill=""none"" stroke=""currentColor""></path><circle cx=""9.5"" cy=""6.5"" fill=""currentColor"" r="".5""></circle></svg","Wednesday, 5th October 2022",Townhouse,"['0.3 km away', '0.6 km away']"
808/250 City Road Southbank VIC 3006,$575 per week,"[-37.8257343, 144.9596645]","['2 Beds', '1 Bath', '1 Parking']",Billy Bi,"Monday, 10th October 2022",Apartment / Unit / Flat,"['0.7 km away', '2 km away', '3.7 km away']"
207/11-13 Jackson Street St Kilda VIC 3182,$700.00,"[-37.8623874, 144.9751264]","['2 Beds', '2 Baths', '2 Parking']",Melissa Austin,"Monday, 17th October 2022",Apartment / Unit / Flat,"['0.5 km away', '2.3 km away', '4.1 km away']"
9 Prominence Boulevard Tarneit VIC 3029,$345,"[-37.8662953, 144.6563965]","['2 Beds', '2 Baths', '2 Parking']"," class=""css-dxogle"">* Unverified feature<svg aria-hidden=""true"" class=""domain-icon css-kry84i"" viewbox=""0 0 18 18""><circle cx=""9.5"" cy=""9.5"" fill=""none"" r=""6.5"" stroke=""currentColor"" stroke-width=""2""></circle><path d=""M9.5 11.5v-3"" fill=""none"" stroke=""currentColor""></path><circle cx=""9.5"" cy=""6.5"" fill=""currentColor"" r="".5""></circle></svg",$1499,Townhouse,"['1.2 km away', '1.9 km away']"
33a Buckley Street Moonee Ponds VIC 3039,$625.00,"[-37.758234, 144.925872]","['2 Beds', '1 Bath', '4 Parking']","Waiting behind this charming, classic facade is an immaculately renovated and picture perfect home. The spacious floor plan encompasses two bedrooms plus a study and two separate living spaces. Enter into the wide hall featuring the original ornate glass doors. The warm and inviting lounge room is full of natural light through plantation shutters. The two bedrooms are generously proportioned, and","Monday, 24th October 2022",House,"['0.7 km away', '2.4 km away', '8.7 km away']"
1/150 South Valley Road Highton VIC 3216,$380.00,"[-38.1863185, 144.3156613]","['2 Beds', '1 Bath', '1 Parking']"," class=""css-dxogle"">* Unverified feature<svg aria-hidden=""true"" class=""domain-icon css-kry84i"" viewbox=""0 0 18 18""><circle cx=""9.5"" cy=""9.5"" fill=""none"" r=""6.5"" stroke=""currentColor"" stroke-width=""2""></circle><path d=""M9.5 11.5v-3"" fill=""none"" stroke=""currentColor""></path><circle cx=""9.5"" cy=""6.5"" fill=""currentColor"" r="".5""></circle></svg","Wednesday, 26th October 2022",Apartment / Unit / Flat,"['0.8 km away', '1.8 km away', '5.3 km away']"
21/5 Thompson Road Patterson Lakes VIC 3197,$430 per week,"[-38.068833, 145.1421749]","['2 Beds', '1 Bath', '1 Parking']","Located within the heart of Patterson Lakes, this secure water front apartment offers uninterrupted water views of the marina. Comprising, two bedrooms one with BIR, master with walk through robe and access to central bathroom including laundry facilities, open plan kitchen with stone benches, stainless steel appliances including gas cook top and complete with dishwasher, spacious living area and","Friday, 21st October 2022",Apartment / Unit / Flat,"['0.3 km away', '1.7 km away', '5.6 km away']"
C306/11 Shamrock Street Abbotsford VIC 3067,$550 per week,"[-37.8103554, 145.0077471]","['2 Beds', '2 Baths', '1 Parking']",Mark Faranda,"Monday, 10th October 2022",Apartment / Unit / Flat,"['0.5 km away', '0.9 km away', '0.9 km away']"
1/46 Tyler Street Preston VIC 3072,$380 per week,"[-37.7331188, 145.0340506]","['2 Beds', '1 Bath', '1 Parking']"," class=""css-dxogle"">* Unverified feature<svg aria-hidden=""true"" class=""domain-icon css-kry84i"" viewbox=""0 0 18 18""><circle cx=""9.5"" cy=""9.5"" fill=""none"" r=""6.5"" stroke=""currentColor"" stroke-width=""2""></circle><path d=""M9.5 11.5v-3"" fill=""none"" stroke=""currentColor""></path><circle cx=""9.5"" cy=""6.5"" fill=""currentColor"" r="".5""></circle></svg",Available Now,Townhouse,"['0.4 km away', '1.1 km away', '1.3 km away']"
4502/160 Victoria St Carlton VIC 3053,$680 weekly,"[-37.8062149, 144.9618804]","['2 Beds', '1 Bath', '− Parking']"," class=""css-dxogle"">* Unverified feature<svg aria-hidden=""true"" class=""domain-icon css-kry84i"" viewbox=""0 0 18 18""><circle cx=""9.5"" cy=""9.5"" fill=""none"" r=""6.5"" stroke=""currentColor"" stroke-width=""2""></circle><path d=""M9.5 11.5v-3"" fill=""none"" stroke=""currentColor""></path><circle cx=""9.5"" cy=""6.5"" fill=""currentColor"" r="".5""></circle></svg","Saturday, 22nd October 2022",Apartment / Unit / Flat,"['0.8 km away', '1.2 km away']"
2/70 Turner Road Highett VIC 3190,$480 Per Week,"[-37.9522596, 145.0556595]","['2 Beds', '1 Bath', '1 Parking']"," class=""css-dxogle"">* Unverified feature<svg aria-hidden=""true"" class=""domain-icon css-kry84i"" viewbox=""0 0 18 18""><circle cx=""9.5"" cy=""9.5"" fill=""none"" r=""6.5"" stroke=""currentColor"" stroke-width=""2""></circle><path d=""M9.5 11.5v-3"" fill=""none"" stroke=""currentColor""></path><circle cx=""9.5"" cy=""6.5"" fill=""currentColor"" r="".5""></circle></svg","Thursday, 6th October 2022",Townhouse,"['1.1 km away', '1.2 km away', '2.9 km away']"
2/520 Moreland Road Brunswick VIC 3056,$360 Per Week,"[-37.7525019, 144.9370065]","['2 Beds', '1 Bath', '1 Parking']",*Water usage included*,"Monday, 10th October 2022",Apartment / Unit / Flat,"['0.7 km away', '2 km away']"
12 Murray Street Richmond VIC 3121,$640 per week,"[-37.82182270000001, 145.0043736]","['2 Beds', '2 Baths', '1 Parking']",Chaise Priestley,"Friday, 21st October 2022",Townhouse,"['0.5 km away', '0.6 km away', '0.8 km away']"
4/62-64 Francis Street Yarraville VIC 3013,$265 per week,"[-37.8212327, 144.8929363]","['2 Beds', '1 Bath', '− Parking']"," class=""css-dxogle"">* Unverified feature<svg aria-hidden=""true"" class=""domain-icon css-kry84i"" viewbox=""0 0 18 18""><circle cx=""9.5"" cy=""9.5"" fill=""none"" r=""6.5"" stroke=""currentColor"" stroke-width=""2""></circle><path d=""M9.5 11.5v-3"" fill=""none"" stroke=""currentColor""></path><circle cx=""9.5"" cy=""6.5"" fill=""currentColor"" r="".5""></circle></svg",Available Now,Apartment / Unit / Flat,"['0.9 km away', '1 km away', '3.3 km away']"
1101/77 River Street South Yarra VIC 3141,$540 per week,"[-37.8368392, 144.9974584]","['2 Beds', '1 Bath', '1 Parking']",Leasing Team,Available Now,Apartment / Unit / Flat,"['0.8 km away', '1.7 km away', '2.2 km away']"
3/1 Alexandra Avenue South Yarra VIC 3141,$875.00,"[-37.8286741, 144.9851714]","['2 Beds', '2 Baths', '2 Parking']",Kate Humphreys,Available Now,Apartment / Unit / Flat,"['1.4 km away', '2 km away', '2 km away']"
D206/42 Hutchinson Street Brunswick East VIC 3057,$550.00,"[-37.7708914, 144.9763385]","['2 Beds', '2 Baths', '1 Parking']",** BOOK INSPECTION ONLINE OR SAVE TIME VIEW OUR 3D TOUR &amp; APPLY **,Available Now,Apartment / Unit / Flat,"['0.7 km away', '1.2 km away', '1.2 km away']"
1205/77 River Street South Yarra VIC 3141,$540 per week,"[-37.8368392, 144.9974584]","['2 Beds', '1 Bath', '1 Parking']",Leasing Team,Available Now,Apartment / Unit / Flat,"['0.8 km away', '1.7 km away', '2.2 km away']"
60 Donald Street Prahran VIC 3181,$890,"[-37.8469992, 144.9872371]","['2 Beds', '1 Bath', '1 Parking']","Fully renovated and furnished home with high ceilings, easy access to all amenities - tram, train station, Prahran market, Restaurants &amp; Cafes and Alfred Hospital.","Wednesday, 28th September 2022",House,"['0.6 km away', '0.6 km away', '3.5 km away']"
4/5 Winton Road Malvern East VIC 3145,$520,"[-37.8735009, 145.065209]","['2 Beds', '2 Baths', '1 Parking']",Simone Speakman,"Tuesday, 18th October 2022",Townhouse,"['0.7 km away', '2.7 km away', '5.9 km away']"
19 Mountfield Street Brunswick VIC 3056,$590.00 pw,"[-37.76276379999999, 144.9677016]","['2 Beds', '1 Bath', '1 Parking']"," class=""css-dxogle"">* Unverified feature<svg aria-hidden=""true"" class=""domain-icon css-kry84i"" viewbox=""0 0 18 18""><circle cx=""9.5"" cy=""9.5"" fill=""none"" r=""6.5"" stroke=""currentColor"" stroke-width=""2""></circle><path d=""M9.5 11.5v-3"" fill=""none"" stroke=""currentColor""></path><circle cx=""9.5"" cy=""6.5"" fill=""currentColor"" r="".5""></circle></svg",Available Now,House,"['0.9 km away', '1.3 km away', '1.7 km away']"
3209/60 Kavanagh Street Southbank VIC 3006,$650.00,"[-37.82409579999999, 144.9636789]","['2 Beds', '2 Baths', '1 Parking']"," class=""css-dxogle"">* Unverified feature<svg aria-hidden=""true"" class=""domain-icon css-kry84i"" viewbox=""0 0 18 18""><circle cx=""9.5"" cy=""9.5"" fill=""none"" r=""6.5"" stroke=""currentColor"" stroke-width=""2""></circle><path d=""M9.5 11.5v-3"" fill=""none"" stroke=""currentColor""></path><circle cx=""9.5"" cy=""6.5"" fill=""currentColor"" r="".5""></circle></svg","Wednesday, 28th September 2022",Apartment / Unit / Flat,"['1.1 km away', '2.4 km away', '3.3 km away']"
302/3 Duggan Street Brunswick West VIC 3055,$420 per week,"[-37.7590499, 144.9401487]","['2 Beds', '1 Bath', '1 Parking']"," class=""css-dxogle"">* Unverified feature<svg aria-hidden=""true"" class=""domain-icon css-kry84i"" viewbox=""0 0 18 18""><circle cx=""9.5"" cy=""9.5"" fill=""none"" r=""6.5"" stroke=""currentColor"" stroke-width=""2""></circle><path d=""M9.5 11.5v-3"" fill=""none"" stroke=""currentColor""></path><circle cx=""9.5"" cy=""6.5"" fill=""currentColor"" r="".5""></circle></svg",Available Now,Apartment / Unit / Flat,"['0.4 km away', '2 km away']"
9a Spencer Street Northcote VIC 3070,$645.00,"[-37.7643625, 144.9963179]","['2 Beds', '1 Bath', '1 Parking']",Alicia Cannizzaro,Available Now,Townhouse,"['0.8 km away', '0.8 km away', '1.2 km away']"
10/2-4 Baker Street Malvern East VIC 3145,$450 per week,"[-37.879312, 145.061472]","['2 Beds', '1 Bath', '1 Parking']",Guy Fredman,"Monday, 17th October 2022",Apartment / Unit / Flat,"['0.9 km away', '2.2 km away', '5.3 km away']"
