,name,postcode,property_type,bedrooms,bathrooms,parking,schools,cost_text,train_station(m),CBD(m),population2022,population2023,population2024,population2025,income2022,income2023,income2024,income2025,price_label
5474,106/5 Bear Street Mordialloc VIC 3195,3195,Apartment / Unit / Flat,1,1,1,0.1,360.0,634.4,28973.8,40432.0,40009.0,39594.0,39186.0,308981,338274,372218,411723,0
4053,16/83 Inverell Parkway Tarneit VIC 3029,3029,Apartment / Unit / Flat,2,1,1,0.9,360.0,2467.3,28234.0,100224.0,104172.0,108388.0,112884.0,169694,173516,177436,181457,0
3593,11/1-3 Stawell Street Werribee VIC 3030,3030,House,3,2,1,0.8,360.0,839.3,34988.3,83884.0,84882.0,85970.0,87152.0,250099,257670,265481,273539,0
3894,10 Boutique Lane Cranbourne West VIC 3977,3977,Townhouse,2,2,1,0.2,360.0,5370.6,50344.4,151306.0,158304.0,165983.0,174412.0,430078,446475,463552,481340,0
4898,205B/36 Collins Street Essendon VIC 3040,3040,Apartment / Unit / Flat,1,1,1,0.5,360.0,1866.0,9860.7,30871.0,30241.0,29625.0,29022.0,139781,145188,150804,156638,0
1250,110/22 Chatham Street Prahran VIC 3181,3181,Apartment / Unit / Flat,1,1,0,0.3,360.0,377.0,6282.5,20442.0,19535.0,18669.0,17840.0,76595,80071,83705,87504,0
3295,25 Sonata Street Wyndham Vale VIC 3024,3024,House,3,2,1,1.9,360.0,1880.2,38574.6,52223.0,58408.0,65763.0,74600.0,250456,260727,271562,282999,0
3062,5 Julian Place Melton West VIC 3337,3337,House,3,1,3,0.6,360.0,5071.5,46341.9,41376.0,41070.0,40771.0,40479.0,114393,117973,121667,125479,0
453,2/6 Corvey Road Reservoir VIC 3073,3073,Apartment / Unit / Flat,2,1,1,0.6,360.0,470.3,13913.0,44917.0,43681.0,42480.0,41315.0,110619,115138,119847,124755,0
3064,6 Adelong Boulevard Cobblebank VIC 3338,3338,House,3,2,1,3.9,360.0,2050.6,45220.9,38097.0,40653.0,43379.0,46288.0,57228,58600,60005,61444,0
1790,6/58 Leila Road Carnegie VIC 3163,3163,Apartment / Unit / Flat,2,1,1,0.8,360.0,1212.1,16037.3,47117.0,45748.0,44424.0,43142.0,251303,258748,266444,274401,0
187,7/24 Featherpark Way Craigieburn VIC 3064,3064,Townhouse,3,2,2,0.7,360.0,4946.1,34706.6,66517.0,73155.0,81774.0,92894.0,218787,223961,229267,234708,0
2281,59 Carina Drive Melton VIC 3337,3337,House,4,2,2,0.3,360.0,3720.9,44991.3,41376.0,41070.0,40771.0,40479.0,114393,117973,121667,125479,0
4798,101/10 Bromham Pl Richmond VIC 3121,3121,Apartment / Unit / Flat,1,1,0,0.2,360.0,1110.5,4093.1,33700.0,32500.0,31343.0,30227.0,82185,86074,90147,94413,0
3393,13 Hastings Court Epping VIC 3076,3076,House,3,2,2,0.7,360.0,2171.4,22110.4,13064.0,12978.0,12892.0,12808.0,61576,64090,66707,69431,0
4990,712/68 Wests Road Maribyrnong VIC 3032,3032,Apartment / Unit / Flat,1,1,1,1.2,360.0,4638.5,9866.6,35686.0,34957.0,34252.0,33571.0,199379,207294,215524,224082,0
4337,3/115 Suffolk Road Sunshine North VIC 3020,3020,Block of Units,2,1,1,0.5,360.0,2974.2,13429.9,39344.0,38004.0,36712.0,35467.0,194856,199417,204092,208885,0
886,5 Larlac Street Glenroy VIC 3046,3046,House,3,1,4,0.4,360.0,2085.7,14084.2,46849.0,45831.0,44838.0,43867.0,188361,195851,203646,211758,0
3103,10 Mathoura Avenue Werribee VIC 3030,3030,House,3,2,2,3.5,360.0,4561.0,42029.0,83884.0,84882.0,85970.0,87152.0,250099,257670,265481,273539,0
4913,7/6 Byron Street Elwood VIC 3184,3184,Apartment / Unit / Flat,1,1,1,0.6,360.0,556.1,8226.2,15328.0,14698.0,14093.0,13513.0,71039,72528,74048,75600,0
3080,23 Vaina Street Werribee VIC 3030,3030,House,3,1,0,0.4,360.0,2211.6,33526.7,83884.0,84882.0,85970.0,87152.0,250099,257670,265481,273539,0
167,4/297 Jasper Road Ormond VIC 3204,3204,Apartment / Unit / Flat,2,1,1,0.7,360.0,834.5,16538.7,29912.0,29401.0,28906.0,28426.0,132566,137689,143019,148565,0
3714,5 Screen Road Diggers Rest VIC 3427,3427,House,3,1,2,0.3,360.0,1091.1,34743.7,7368.0,7488.0,7611.0,7736.0,65436,67961,70583,73306,0
3710,1/9 Satchville Avenue Harkness VIC 3337,3337,House,3,2,1,2.5,360.0,7567.4,48837.9,41376.0,41070.0,40771.0,40479.0,114393,117973,121667,125479,0
871,115 Towts Road Whittlesea VIC 3757,3757,House,3,1,4,4.9,360.0,13513.7,50567.0,4749.0,4861.0,4977.0,5098.0,104678,105504,106339,107183,0
646,10/816-822 Heatherton Road Springvale South VIC 3172,3172,Townhouse,2,1,1,0.6,360.0,2243.5,29439.2,22743.0,22091.0,21461.0,20852.0,109443,112930,116528,120241,0
1227,12/786 Warrigal Road Malvern East VIC 3145,3145,Apartment / Unit / Flat,2,1,1,0.5,360.0,1618.8,17014.6,43092.0,41863.0,40672.0,39516.0,185083,189702,194442,199307,0
4950,5/90 Toorak Road West South Yarra VIC 3141,3141,Apartment / Unit / Flat,1,1,0,0.6,360.0,1055.9,3999.1,21173.0,20160.0,19196.0,18280.0,101617,99762,99049,99286,0
3017,11 Froggitts Lane Werribee VIC 3030,3030,House,3,2,0,1.0,360.0,3946.0,32124.0,83884.0,84882.0,85970.0,87152.0,250099,257670,265481,273539,0
2680,6 Bittern Street Melton VIC 3337,3337,House,4,2,2,0.6,360.0,3562.0,46371.2,41376.0,41070.0,40771.0,40479.0,114393,117973,121667,125479,0
4456,1/52 McKillop Street Geelong VIC 3220,3220,Apartment / Unit / Flat,2,1,1,0.4,360.0,880.3,79308.6,21151.0,21115.0,21079.0,21043.0,115692,118378,121126,123938,0
4103,2/520 Moreland Road Brunswick VIC 3056,3056,Apartment / Unit / Flat,2,1,1,0.7,360.0,1788.3,7706.0,17310.0,16654.0,16022.0,15415.0,68842,72533,76422,80520,0
203,79 Benjamin Street Sunshine VIC 3020,3020,House,3,1,1,0.3,360.0,869.9,12938.2,39344.0,38004.0,36712.0,35467.0,194856,199417,204092,208885,0
1119,35/233 Canterbury Road St Kilda West VIC 3182,3182,Apartment / Unit / Flat,1,1,1,0.2,360.0,1950.2,6855.1,27813.0,26448.0,25151.0,23917.0,61492,63821,66238,68747,0
1121,2/17 Railway Parade Murrumbeena VIC 3163,3163,Apartment / Unit / Flat,1,1,1,0.6,360.0,222.3,15866.0,47117.0,45748.0,44424.0,43142.0,251303,258748,266444,274401,0
2334,55 Hertford Road Sunshine VIC 3020,3020,House,4,1,1,0.6,360.0,1416.5,13450.3,39344.0,38004.0,36712.0,35467.0,194856,199417,204092,208885,0
1345,310/24 Becket Avenue Bentleigh East VIC 3165,3165,Apartment / Unit / Flat,1,1,1,0.8,360.0,1773.9,18955.7,16901.0,16891.0,16881.0,16871.0,68241,70810,73476,76242,0
4487,4/327 Camp Road Broadmeadows VIC 3047,3047,Apartment / Unit / Flat,2,1,1,0.1,360.0,1108.0,16307.7,24150.0,23105.0,22106.0,21152.0,75836,75976,76131,76301,0
4506,67 Pacific Drive Heidelberg West VIC 3081,3081,House,2,1,2,1.2,360.0,3621.5,13472.6,15024.0,14635.0,14257.0,13889.0,60057,62547,65140,67840,0
3398,243 Glengala Road Sunshine West VIC 3020,3020,House,3,1,2,0.3,360.0,679.9,21973.3,39344.0,38004.0,36712.0,35467.0,194856,199417,204092,208885,0
4850,13/16 Mawbey Street Kensington VIC 3031,3031,Apartment / Unit / Flat,1,1,1,0.5,360.0,1725.3,6086.4,16185.0,15584.0,15009.0,14459.0,139670,144829,150178,155724,0
3367,4 Clare Street St Albans VIC 3021,3021,House,3,1,4,0.6,360.0,770.7,26574.0,45495.0,44112.0,42773.0,41476.0,160789,167220,173917,180890,0
418,1/33 The Crescent Ascot Vale VIC 3032,3032,Apartment / Unit / Flat,2,1,1,0.4,360.0,15.0,6088.5,35686.0,34957.0,34252.0,33571.0,199379,207294,215524,224082,0
4135,23A Oak Avenue Doveton VIC 3177,3177,Apartment / Unit / Flat,2,1,0,0.9,360.0,3827.8,36727.9,11522.0,11095.0,10683.0,10287.0,53241,55949,58795,61786,0
5178,2/94 Gillies Street Fairfield VIC 3078,3078,Apartment / Unit / Flat,1,1,1,1.0,360.0,1867.4,9443.4,9772.0,9557.0,9346.0,9140.0,66254,67721,69220,70752,0
353,5/1264 Glenhuntly Road Carnegie VIC 3163,3163,Apartment / Unit / Flat,2,1,1,0.4,360.0,470.6,14584.4,47117.0,45748.0,44424.0,43142.0,251303,258748,266444,274401,0
534,2/2 Dhemre Place Dallas VIC 3047,3047,House,2,1,1,1.0,360.0,2070.6,18009.8,24150.0,23105.0,22106.0,21152.0,75836,75976,76131,76301,0
4999,5/77 Westbury Street St Kilda East VIC 3183,3183,Apartment / Unit / Flat,1,1,1,0.8,360.0,1015.1,7593.2,11828.0,11318.0,10830.0,10363.0,69684,73159,76807,80637,0
2184,25 Cubbyhouse Road Wyndham Vale VIC 3024,3024,House,4,2,2,2.7,360.0,3388.5,40282.0,52223.0,58408.0,65763.0,74600.0,250456,260727,271562,282999,0
3909,203/973-975 Mt Alexander Road Essendon VIC 3040,3040,Apartment / Unit / Flat,2,1,1,0.9,360.0,1654.0,9648.7,30871.0,30241.0,29625.0,29022.0,139781,145188,150804,156638,0
3635,5 Howe Ct Melton South VIC 3338,3338,House,3,1,1,0.4,360.0,1437.1,46812.0,38097.0,40653.0,43379.0,46288.0,57228,58600,60005,61444,0
5534,3/21 Park Street St Kilda West VIC 3182,3182,Apartment / Unit / Flat,1,1,1,0.5,360.0,2236.4,7097.1,27813.0,26448.0,25151.0,23917.0,61492,63821,66238,68747,0
3907,21 Mirrabook Court Berwick VIC 3806,3806,House,2,1,1,0.1,360.0,4477.2,45902.6,31707.0,31327.0,30953.0,30585.0,119038,123105,127312,131664,0
5089,208/565 Flinders Street Melbourne VIC 3000,3000,Apartment / Unit / Flat,1,1,0,2.1,360.0,932.0,1909.6,41911.0,37220.0,33055.0,29355.0,23639,24109,24588,25077,0
3639,49c Hope Way Tarneit VIC 3029,3029,Townhouse,3,2,1,0.9,360.0,5529.7,33404.9,100224.0,104172.0,108388.0,112884.0,169694,173516,177436,181457,0
3038,18 Manly Street Werribee VIC 3030,3030,House,3,1,1,0.9,360.0,150.0,31972.3,83884.0,84882.0,85970.0,87152.0,250099,257670,265481,273539,0
4367,11/6 Olive Grove Mentone VIC 3194,3194,Apartment / Unit / Flat,2,1,1,0.7,360.0,1176.0,27909.6,13375.0,12961.0,12561.0,12173.0,146309,154114,162338,171004,0
790,3/89 Park Street Pascoe Vale VIC 3044,3044,Apartment / Unit / Flat,2,1,1,1.1,365.0,517.2,11659.2,20221.0,19813.0,19414.0,19024.0,145602,152717,160181,168011,0
1523,Unit 901/50 Claremont St South Yarra VIC 3141,3141,Apartment / Unit / Flat,1,1,0,0.9,365.0,415.7,5321.4,21173.0,20160.0,19196.0,18280.0,101617,99762,99049,99286,0
4015,3/13 Murphy Grove Preston VIC 3072,3072,Apartment / Unit / Flat,2,1,1,0.9,365.0,1522.5,11081.8,36088.0,35511.0,34945.0,34389.0,130429,136500,142854,149505,0
2951,16 Meredith Crescent Hampton Park VIC 3976,3976,House,3,1,3,0.3,365.0,4418.2,44735.5,25782.0,24935.0,24116.0,23325.0,56688,59027,61463,64000,0
221,13/416 St Kilda Road Melbourne VIC 3004,3004,Apartment / Unit / Flat,1,1,0,1.2,365.0,2100.7,3303.2,8538.0,8166.0,7812.0,7473.0,82000,78618,76292,74826,0
4701,5/2 Coles Court Beaumaris VIC 3193,3193,Apartment / Unit / Flat,1,1,0,0.6,365.0,1743.7,23059.9,22676.0,22499.0,22322.0,22148.0,128118,129767,131472,133235,0
570,4/22A Acland Street St Kilda VIC 3182,3182,Apartment / Unit / Flat,1,1,1,0.7,365.0,1758.3,7766.2,27813.0,26448.0,25151.0,23917.0,61492,63821,66238,68747,0
4748,214/157 Fitzroy St St Kilda VIC 3182,3182,Apartment / Unit / Flat,1,1,0,0.2,365.0,1695.6,6240.2,27813.0,26448.0,25151.0,23917.0,61492,63821,66238,68747,0
3982,1/39 King Street Essendon VIC 3040,3040,Townhouse,2,1,1,0.6,365.0,2043.2,9929.7,30871.0,30241.0,29625.0,29022.0,139781,145188,150804,156638,0
5012,5/559 Glen Huntly Rd Elsternwick VIC 3185,3185,Apartment / Unit / Flat,1,1,1,0.8,365.0,979.7,11379.8,10462.0,10074.0,9702.0,9343.0,143250,150160,157403,164996,0
5231,1009B/39 Kingsway Glen Waverley VIC 3150,3150,Studio,1,1,0,0.2,365.0,370.2,24963.3,41102.0,39982.0,38898.0,37848.0,115823,119374,123056,126874,0
1347,3/91 Livingstone Street Ivanhoe VIC 3079,3079,Townhouse,2,1,2,0.9,365.0,1635.1,10636.5,16364.0,16050.0,15742.0,15441.0,144358,149592,155016,160637,0
54,303/8 Elliott Ave Carnegie VIC 3163,3163,Apartment / Unit / Flat,1,1,1,0.6,365.0,832.3,15118.8,47117.0,45748.0,44424.0,43142.0,251303,258748,266444,274401,0
497,18/14 Crimea Street St Kilda VIC 3182,3182,Apartment / Unit / Flat,1,1,1,0.6,365.0,999.7,6493.6,27813.0,26448.0,25151.0,23917.0,61492,63821,66238,68747,0
4740,3/28 Elliot Avenue Carnegie VIC 3163,3163,Apartment / Unit / Flat,1,1,1,0.5,370.0,819.0,15105.5,47117.0,45748.0,44424.0,43142.0,251303,258748,266444,274401,0
5276,610/443 Upper Heidelberg Road Ivanhoe VIC 3079,3079,Apartment / Unit / Flat,1,1,1,1.1,370.0,732.1,15399.6,16364.0,16050.0,15742.0,15441.0,144358,149592,155016,160637,0
117,13 Canterbury Road East Lara VIC 3212,3212,House,3,1,5,0.4,370.0,3902.8,65961.8,20108.0,20454.0,20806.0,21164.0,66236,68937,71748,74674,0
4370,4/88 Victoria Street Williamstown VIC 3016,3016,Apartment / Unit / Flat,2,1,1,0.5,370.0,679.1,13904.2,16752.0,16444.0,16143.0,15846.0,72991,75151,77375,79665,0
632,ID:21076913/75 Kitchener Street Broadmeadows VIC 3047,3047,Townhouse,2,2,1,0.3,370.0,804.5,16409.3,24150.0,23105.0,22106.0,21152.0,75836,75976,76131,76301,0
923,24 Hooker Road Werribee VIC 3030,3030,House,3,1,2,0.3,370.0,2698.6,36392.4,83884.0,84882.0,85970.0,87152.0,250099,257670,265481,273539,0
5082,9/14 Murrell Street Glenroy VIC 3046,3046,Townhouse,1,1,1,0.5,370.0,769.3,13812.6,46849.0,45831.0,44838.0,43867.0,188361,195851,203646,211758,0
4873,504A/6 Clinch Avenue Preston VIC 3072,3072,Apartment / Unit / Flat,1,1,1,0.5,370.0,308.7,9999.4,36088.0,35511.0,34945.0,34389.0,130429,136500,142854,149505,0
495,2/193 Mcintyre Road Sunshine North VIC 3020,3020,Apartment / Unit / Flat,2,2,2,0.6,370.0,2541.0,20851.7,39344.0,38004.0,36712.0,35467.0,194856,199417,204092,208885,0
3745,70 Toora Drive Westmeadows VIC 3049,3049,House,3,1,2,0.7,370.0,3405.1,21804.4,6958.0,6837.0,6718.0,6601.0,64429,67461,70636,73960,0
147,2/46 Halter Crescent Epping VIC 3076,3076,Townhouse,3,2,1,0.4,370.0,1579.5,23217.9,13064.0,12978.0,12892.0,12808.0,61576,64090,66707,69431,0
4490,18 Vistula Avenue Bell Park VIC 3215,3215,House,2,1,1,0.3,370.0,2558.9,70539.5,24555.0,24460.0,24367.0,24276.0,131652,138947,146646,154772,0
2773,1A Chesney Road Melton VIC 3337,3337,Townhouse,4,2,2,0.5,370.0,3323.6,45607.5,41376.0,41070.0,40771.0,40479.0,114393,117973,121667,125479,0
4626,5/28 Southenhay Street Reservoir VIC 3073,3073,Apartment / Unit / Flat,2,1,1,0.6,370.0,1429.1,12279.4,44917.0,43681.0,42480.0,41315.0,110619,115138,119847,124755,0
3415,97 Cornwall Road Sunshine VIC 3020,3020,House,3,1,2,0.4,370.0,1455.9,13228.5,39344.0,38004.0,36712.0,35467.0,194856,199417,204092,208885,0
1685,562 Waterdale Rd Heidelberg Heights VIC 3081,3081,House,2,1,4,1.2,370.0,2702.2,14518.3,15024.0,14635.0,14257.0,13889.0,60057,62547,65140,67840,0
197,3/243 Pascoe Vale Rd Essendon VIC 3040,3040,Townhouse,2,1,2,0.4,370.0,929.5,8005.5,30871.0,30241.0,29625.0,29022.0,139781,145188,150804,156638,0
3637,31 Bickley Avenue Thomastown VIC 3074,3074,House,3,1,2,0.7,370.0,3599.6,17720.7,3952.0,3807.0,3667.0,3532.0,51381,53067,54808,56606,0
824,123 Westmelton Drive Melton VIC 3337,3337,House,4,2,3,0.3,370.0,5758.1,47028.5,41376.0,41070.0,40771.0,40479.0,114393,117973,121667,125479,0
3529,"8 Babaco Street, Tarneit VIC 3029",3029,House,3,2,1,0.4,370.0,2831.2,28597.9,100224.0,104172.0,108388.0,112884.0,169694,173516,177436,181457,0
4819,1A Landra Street Rye VIC 3941,3941,House,1,1,4,2.2,370.0,39790.5,102964.5,7890.0,7980.0,8072.0,8164.0,44616,45495,46391,47305,0
4468,106/441 Lonsdale Street Melbourne VIC 3000,3000,Apartment / Unit / Flat,2,1,0,1.9,370.0,529.0,577.3,41911.0,37220.0,33055.0,29355.0,23639,24109,24588,25077,0
1228,210/445 Royal Parade Parkville VIC 3052,3052,Apartment / Unit / Flat,1,1,1,0.6,370.0,932.3,3666.6,7259.0,6616.0,6030.0,5496.0,55181,58233,61454,64853,0
4268,9/67 Ballarat Rd Footscray VIC 3011,3011,Apartment / Unit / Flat,2,1,1,0.8,370.0,1201.6,7518.2,25749.0,25312.0,24882.0,24461.0,135845,141657,147725,154059,0
4328,1/83 North Valley Road Highton VIC 3216,3216,Townhouse,2,1,2,0.4,370.0,5009.3,83347.5,59229.0,60753.0,62377.0,64109.0,184195,192855,201927,211432,0
1381,502/46 Villiers Street North Melbourne VIC 3051,3051,Apartment / Unit / Flat,1,1,0,0.3,370.0,1922.2,2103.0,25025.0,23778.0,22593.0,21468.0,51986,53971,56032,58172,0
3313,195 Community Hub Hillside VIC 3037,3037,House,3,2,1,0.0,370.0,3446.9,28456.0,58516.0,57620.0,56783.0,56003.0,302740,312793,323190,333945,0
501,409/97 Palmerston Street South Melbourne VIC 3205,3205,Apartment / Unit / Flat,1,1,0,0.7,370.0,2464.7,3658.9,3182.0,3085.0,2990.0,2899.0,70585,72357,74173,76035,0
189,1/188 McKillop Street Geelong VIC 3220,3220,Apartment / Unit / Flat,2,1,1,0.6,370.0,1407.7,80314.4,21151.0,21115.0,21079.0,21043.0,115692,118378,121126,123938,0
3110,8 Mudford Street Sunshine West VIC 3020,3020,House,3,1,1,0.1,370.0,2723.5,19322.9,39344.0,38004.0,36712.0,35467.0,194856,199417,204092,208885,0
308,33 Argyle Crescent Werribee VIC 3030,3030,House,3,1,2,0.9,370.0,2558.3,32261.5,83884.0,84882.0,85970.0,87152.0,250099,257670,265481,273539,0
5150,207/244 Dorcas Street South Melbourne VIC 3205,3205,Apartment / Unit / Flat,1,1,0,0.9,370.0,2421.8,3382.6,3182.0,3085.0,2990.0,2899.0,70585,72357,74173,76035,0
3664,20 Doy Street Dallas VIC 3047,3047,House,3,1,4,0.5,370.0,131.8,18429.3,24150.0,23105.0,22106.0,21152.0,75836,75976,76131,76301,0
3421,4 Wolin Drive Tarneit VIC 3029,3029,House,3,2,2,1.3,370.0,7024.8,34286.9,100224.0,104172.0,108388.0,112884.0,169694,173516,177436,181457,0
890,6 Clowes Street Melton South VIC 3338,3338,House,3,1,0,0.4,370.0,1492.4,48058.4,38097.0,40653.0,43379.0,46288.0,57228,58600,60005,61444,0
522,2/4 Piper Street Fawkner VIC 3060,3060,House,2,1,3,0.9,370.0,987.6,13092.3,14481.0,14067.0,13666.0,13276.0,49904,51029,52179,53355,0
3294,369 McGrath Road Service Road Wyndham Vale VIC 3024,3024,House,3,2,2,1.0,370.0,3189.0,34536.0,52223.0,58408.0,65763.0,74600.0,250456,260727,271562,282999,0
111,307/115-117 Pier Street Altona VIC 3018,3018,Apartment / Unit / Flat,2,1,1,0.7,370.0,619.9,17481.4,14012.0,13940.0,13868.0,13797.0,72312,74951,77686,80521,0
4847,8/7 Sanglen Terrace Belmont VIC 3216,3216,Apartment / Unit / Flat,1,1,1,0.5,370.0,4440.4,83939.0,59229.0,60753.0,62377.0,64109.0,184195,192855,201927,211432,0
3640,32 Columbus Street Point Cook VIC 3030,3030,House,3,2,1,1.1,370.0,4743.8,28685.8,83884.0,84882.0,85970.0,87152.0,250099,257670,265481,273539,0
952,9 Rylands Road Dandenong VIC 3175,3175,House,3,1,2,0.5,370.0,2725.7,33016.4,80706.0,78906.0,77174.0,75506.0,154868,159292,163846,168535,0
1239,111/436-442 Huntingdale Road Mount Waverley VIC 3149,3149,Apartment / Unit / Flat,1,1,1,0.7,370.0,1226.4,18277.0,38987.0,37846.0,36738.0,35664.0,112421,115126,117898,120739,0
3002,12 Swallow Crescent Norlane VIC 3214,3214,House,3,1,2,0.9,370.0,3038.6,66689.2,26135.0,25911.0,25688.0,25468.0,48715,50247,51827,53457,0
449,69/35 David Street Dandenong VIC 3175,3175,Apartment / Unit / Flat,2,1,1,0.6,370.0,2880.7,34028.9,80706.0,78906.0,77174.0,75506.0,154868,159292,163846,168535,0
4424,2/49 Electra Street Williamstown VIC 3016,3016,Apartment / Unit / Flat,2,1,1,0.4,370.0,1083.2,12420.6,16752.0,16444.0,16143.0,15846.0,72991,75151,77375,79665,0
3970,1/33 Nepean St Broadmeadows VIC 3047,3047,Townhouse,2,1,1,0.2,370.0,1195.0,15930.3,24150.0,23105.0,22106.0,21152.0,75836,75976,76131,76301,0
4283,4/1-3 Reserve Street Berwick VIC 3806,3806,Apartment / Unit / Flat,2,1,1,1.3,370.0,571.4,47086.6,31707.0,31327.0,30953.0,30585.0,119038,123105,127312,131664,0
4093,4/140 Graham Street Broadmeadows VIC 3047,3047,Townhouse,2,2,1,0.8,370.0,815.7,15469.7,24150.0,23105.0,22106.0,21152.0,75836,75976,76131,76301,0
1009,10 Talliver Terrace Truganina VIC 3029,3029,House,3,2,2,1.0,370.0,3869.0,25481.0,100224.0,104172.0,108388.0,112884.0,169694,173516,177436,181457,0
5483,317/443 Upper Heidelberg Road Ivanhoe VIC 3079,3079,Apartment / Unit / Flat,1,1,1,1.1,370.0,732.1,15399.6,16364.0,16050.0,15742.0,15441.0,144358,149592,155016,160637,0
2022,22 Coburns Road Melton South VIC 3338,3338,House,4,2,0,0.8,370.0,1211.2,45974.5,38097.0,40653.0,43379.0,46288.0,57228,58600,60005,61444,0
4927,702D/615 Victoria Street Abbotsford VIC 3067,3067,Apartment / Unit / Flat,1,1,0,0.4,370.0,1453.4,4363.3,9872.0,9647.0,9427.0,9212.0,70584,72934,75362,77871,0
3197,2 Dargo Court Corio VIC 3214,3214,House,3,1,2,4.4,370.0,3360.4,66234.7,26135.0,25911.0,25688.0,25468.0,48715,50247,51827,53457,0
4005,5/119 Keon Street Thornbury VIC 3071,3071,Apartment / Unit / Flat,2,1,1,0.7,370.0,1765.1,9050.3,19944.0,19612.0,19286.0,18965.0,76383,81416,86781,92500,0
4499,6/58 Leila Road Carnegie VIC 3163,3163,Apartment / Unit / Flat,2,1,1,0.8,370.0,1212.1,16037.3,47117.0,45748.0,44424.0,43142.0,251303,258748,266444,274401,0
1014,3/119 Mcdonald St Mordialloc VIC 3195,3195,Apartment / Unit / Flat,2,1,1,1.0,370.0,1408.4,33255.2,40432.0,40009.0,39594.0,39186.0,308981,338274,372218,411723,0
698,6/30 Stud Road Dandenong VIC 3175,3175,House,2,1,1,0.6,370.0,1797.2,33908.4,80706.0,78906.0,77174.0,75506.0,154868,159292,163846,168535,0
699,6/197 Brighton Road Elwood VIC 3184,3184,Apartment / Unit / Flat,1,1,1,0.5,370.0,745.1,8415.2,15328.0,14698.0,14093.0,13513.0,71039,72528,74048,75600,0
4956,113/465 Macaulay Road Kensington VIC 3031,3031,Apartment / Unit / Flat,1,1,1,0.4,370.0,164.7,4063.4,16185.0,15584.0,15009.0,14459.0,139670,144829,150178,155724,0
3404,7 Staccato Terrace Strathtulloh VIC 3338,3338,House,3,2,2,4.4,370.0,3461.3,44233.1,38097.0,40653.0,43379.0,46288.0,57228,58600,60005,61444,0
3800,86 Fairhall Avenue Werribee VIC 3030,3030,House,3,2,2,0.9,370.0,3767.7,41954.0,83884.0,84882.0,85970.0,87152.0,250099,257670,265481,273539,0
3998,2/2 Kenilworth Street Reservoir VIC 3073,3073,Apartment / Unit / Flat,2,1,1,0.3,370.0,840.0,12936.1,44917.0,43681.0,42480.0,41315.0,110619,115138,119847,124755,0
5059,516/77 River Street South Yarra VIC 3141,3141,Apartment / Unit / Flat,1,1,1,0.8,370.0,760.4,5676.7,21173.0,20160.0,19196.0,18280.0,101617,99762,99049,99286,0
4012,6/217 Buckley Street Seddon VIC 3011,3011,Apartment / Unit / Flat,2,1,1,0.7,370.0,544.5,7425.8,25749.0,25312.0,24882.0,24461.0,135845,141657,147725,154059,0
3339,20 Valencia Boulevard Doreen VIC 3754,3754,Townhouse,3,2,2,0.4,370.0,3971.2,34925.8,30585.0,31049.0,31523.0,32009.0,129749,136345,143291,150606,0
364,15 Pinrush Rd Brookfield VIC 3338,3338,House,3,2,4,1.9,370.0,3876.2,47332.8,38097.0,40653.0,43379.0,46288.0,57228,58600,60005,61444,0
3165,15 Mirboo Court Dallas VIC 3047,3047,House,3,1,1,0.7,370.0,1589.6,18028.7,24150.0,23105.0,22106.0,21152.0,75836,75976,76131,76301,0
4936,6/744 Brunswick Street North Fitzroy North VIC 3068,3068,Apartment / Unit / Flat,1,1,1,0.2,370.0,1436.2,4420.1,23072.0,22374.0,21701.0,21052.0,161653,170026,178844,188130,0
86,25 Kamil Street Melton South VIC 3338,3338,House,3,1,3,0.3,370.0,2261.5,45310.3,38097.0,40653.0,43379.0,46288.0,57228,58600,60005,61444,0
5007,112/43 High Street Preston VIC 3072,3072,Apartment / Unit / Flat,1,1,1,0.6,370.0,944.0,9257.3,36088.0,35511.0,34945.0,34389.0,130429,136500,142854,149505,0
4723,8/104 Gooch Street Thornbury VIC 3071,3071,Apartment / Unit / Flat,1,1,1,0.3,370.0,1125.2,9014.7,19944.0,19612.0,19286.0,18965.0,76383,81416,86781,92500,0
237,10/12 Passfield Street Brunswick West VIC 3055,3055,Apartment / Unit / Flat,2,1,1,0.3,370.0,2029.6,6715.9,26235.0,25552.0,24889.0,24246.0,141250,149574,158392,167734,0
2988,36 Ash Road Leopold VIC 3224,3224,House,3,1,4,0.8,370.0,11490.7,91146.2,18701.0,18681.0,18661.0,18642.0,115095,119913,124947,130207,0
4722,304/100 Hawthorn Road Caulfield North VIC 3161,3161,Apartment / Unit / Flat,1,1,1,0.3,370.0,1442.2,10722.5,10418.0,10185.0,9957.0,9734.0,56454,58176,59951,61780,0
3834,17 Bindarri Road Manor Lakes VIC 3024,3024,House,3,2,2,1.0,370.0,2157.0,39050.5,52223.0,58408.0,65763.0,74600.0,250456,260727,271562,282999,0
3356,4 Gates Court Altona Meadows VIC 3028,3028,House,3,1,4,0.5,370.0,3403.7,24432.1,32773.0,31935.0,31120.0,30326.0,179065,183667,188395,193253,0
3246,3 Pimbit Court Kurunjang VIC 3337,3337,House,3,2,2,0.6,370.0,5661.4,45840.0,41376.0,41070.0,40771.0,40479.0,114393,117973,121667,125479,0
2974,82 Lake View Drive Narre Warren South VIC 3805,3805,House,3,1,1,0.7,370.0,5028.3,47219.4,28242.0,27981.0,27725.0,27474.0,115082,118900,122847,126927,0
